timestamp,light_id,car_count
2024-05-15T08:17:40,310,92
2024-05-15T08:17:50,402,16
2024-05-15T08:18:00,550,60
2024-05-15T08:18:10,101,25
2024-05-15T08:18:20,205,80
2024-05-15T08:18:30,310,31
2024-05-15T08:18:40,402,83
2024-05-15T08:18:50,550,54
2024-05-15T08:19:00,101,63
2024-05-15T08:19:10,205,16
2024-05-15T08:19:20,310,77
2024-05-15T08:19:30,402,29
2024-05-15T08:19:40,550,94
2024-05-15T08:19:50,101,36
2024-05-15T08:20:00,205,65
2024-05-15T08:20:10,310,19
2024-05-15T08:20:20,402,51
2024-05-15T08:20:30,550,74
2024-05-15T08:20:40,101,43
2024-05-15T08:20:50,205,87
2024-05-15T08:21:00,310,13
2024-05-15T08:21:10,402,69
2024-05-15T08:21:20,550,36
2024-05-15T08:21:30,101,97
2024-05-15T08:21:40,205,22
2024-05-15T08:21:50,310,55
2024-05-15T08:22:00,402,72
2024-05-15T08:22:10,550,17
2024-05-15T08:22:20,101,88
2024-05-15T08:22:30,205,45
2024-05-15T08:22:40,310,93
2024-05-15T08:22:50,402,18
2024-05-15T08:23:00,550,62
2024-05-15T08:23:10,101,26
2024-05-15T08:23:20,205,81
2024-05-15T08:23:30,310,30
2024-05-15T08:23:40,402,82
2024-05-15T08:23:50,550,55
2024-05-15T08:24:00,101,64
2024-05-15T08:24:10,205,17
2024-05-15T08:24:20,310,78
2024-05-15T08:24:30,402,27
2024-05-15T08:24:40,550,93
2024-05-15T08:24:50,101,35
2024-05-15T08:25:00,205,66
2024-05-15T08:25:10,310,20
2024-05-15T08:25:20,402,52
2024-05-15T08:25:30,550,73
2024-05-15T08:25:40,101,44
2024-05-15T08:25:50,205,88
2024-05-15T08:26:00,310,12
2024-05-15T08:26:10,402,68
2024-05-15T08:26:20,550,37
2024-05-15T08:26:30,101,96
2024-05-15T08:26:40,205,23
2024-05-15T08:26:50,310,54
2024-05-15T08:27:00,402,73
2024-05-15T08:27:10,550,18
2024-05-15T08:27:20,101,87
2024-05-15T08:27:30,205,44
2024-05-15T08:27:40,310,94
2024-05-15T08:27:50,402,19
2024-05-15T08:28:00,550,63
2024-05-15T08:28:10,101,27
2024-05-15T08:28:20,205,82
2024-05-15T08:28:30,310,29
2024-05-15T08:28:40,402,81
2024-05-15T08:28:50,550,56
2024-05-15T08:29:00,101,65
2024-05-15T08:29:10,205,18
2024-05-15T08:29:20,310,79
2024-05-15T08:29:30,402,26
2024-05-15T08:29:40,550,92
2024-05-15T08:29:50,101,34
2024-05-15T08:30:00,205,67
2024-05-15T08:30:10,310,21
2024-05-15T08:30:20,402,53
2024-05-15T08:30:30,550,72
2024-05-15T08:30:40,101,45
2024-05-15T08:30:50,205,89
2024-05-15T08:31:00,310,11
2024-05-15T08:31:10,402,67
2024-05-15T08:31:20,550,38
2024-05-15T08:31:30,101,95
2024-05-15T08:31:40,205,24
2024-05-15T08:31:50,310,53
2024-05-15T08:32:00,402,74
2024-05-15T08:32:10,550,19
2024-05-15T08:32:20,101,86
2024-05-15T08:32:30,205,43
2024-05-15T08:32:40,310,95
2024-05-15T08:32:50,402,20
2024-05-15T08:33:00,550,64
2024-05-15T08:33:10,101,28
2024-05-15T08:33:20,205,83
2024-05-15T08:33:30,310,28
2024-05-15T08:33:40,402,80
2024-05-15T08:33:50,550,57
2024-05-15T08:34:00,101,66
... [49,900 more records following the same pattern, 10-second intervals, random car counts 10-100, rotating light_ids 101, 205, 310, 402, 550] ...
2024-05-16T15:28:10,101,75
2024-05-16T15:28:20,205,30
2024-05-16T15:28:30,310,80
2024-05-16T15:28:40,402,60
2024-05-16T15:28:50,550,15
2024-05-16T15:29:00,101,45
2024-05-16T15:29:10,205,70
2024-05-16T15:29:20,310,100
2024-05-16T15:29:30,402,20
2024-05-16T15:29:40,550,25
2024-05-16T15:29:50,101,50
2024-05-16T15:30:00,205,35
2024-05-16T15:30:10,310,60
2024-05-16T15:30:20,402,90
2024-05-16T15:30:30,550,30
2024-05-16T15:30:40,101,15
2024-05-16T15:30:50,205,10
2024-05-16T15:31:00,310,25
2024-05-16T15:31:10,402,40
2024-05-16T15:31:20,550,75
2024-05-16T15:31:30,101,82
2024-05-16T15:31:40,205,12
2024-05-16T15:31:50,310,77
2024-05-16T15:32:00,402,45
2024-05-16T15:32:10,550,91
2024-05-16T15:32:20,101,18
2024-05-16T15:32:30,205,63
2024-05-16T15:32:40,310,36
2024-05-16T15:32:50,402,59
2024-05-16T15:33:00,550,23
2024-05-16T15:33:10,101,94
2024-05-16T15:33:20,205,10
2024-05-16T15:33:30,310,48
2024-05-16T15:33:40,402,66
2024-05-16T15:33:50,550,71
2024-05-16T15:34:00,101,29
2024-05-16T15:34:10,205,54
2024-05-16T15:34:20,310,99
2024-05-16T15:34:30,402,33
2024-05-16T15:34:40,550,47
2024-05-16T15:34:50,101,78
22024-05-16T15:35:00,205,88
2024-05-16T15:35:10,310,14
2024-05-16T15:35:20,402,96
2024-05-16T15:35:30,550,38
2024-05-16T15:35:40,101,68
2024-05-16T15:35:50,205,27
2024-05-16T15:36:00,310,73
2024-05-16T15:36:10,402,11
2024-05-16T15:36:20,550,43
2024-05-16T15:36:30,101,85
2024-05-16T15:36:40,205,26
2024-05-16T15:36:50,310,90
2024-05-16T15:37:00,402,31
2024-05-16T15:37:10,550,56
2024-05-16T15:37:20,101,64
2024-05-16T15:37:30,205,17
2024-05-16T15:37:40,310,79
2024-05-16T15:37:50,402,28
2024-05-16T15:38:00,550,95
2024-05-16T15:38:10,101,36
2024-05-16T15:38:20,205,65
2024-05-16T15:38:30,310,19
2024-05-16T15:38:40,402,51
2024-05-16T15:38:50,550,74
2024-05-16T15:39:00,101,43
2024-05-16T15:39:10,205,87
2024-05-16T15:39:20,310,13
2024-05-16T15:39:30,402,69
2024-05-16T15:39:40,550,36
2024-05-16T15:39:50,101,97
2024-05-16T15:40:00,205,22
2024-05-16T15:40:10,310,55
2024-05-16T15:40:20,402,72
2024-05-16T15:40:30,550,17
2024-05-16T15:40:40,101,88
2024-05-16T15:40:50,205,45
2024-05-16T15:41:00,310,93
2024-05-16T15:41:10,402,18
2024-05-16T15:41:20,550,62
2024-05-16T15:41:30,101,26
2024-05-16T15:41:40,205,81
2024-05-16T15:41:50,310,30
2024-05-16T15:42:00,402,82
2024-05-16T15:42:10,550,55
2024-05-16T15:42:20,101,64
2024-05-16T15:42:30,205,17
2024-05-16T15:42:40,310,78
2024-05-16T15:42:50,402,27
2024-05-16T15:43:00,550,93
2024-05-16T15:43:10,101,35
2024-05-16T15:43:20,205,66
2024-05-16T15:43:30,310,20
2024-05-16T15:43:40,402,52
2024-05-16T15:43:50,550,73
2024-05-16T15:44:00,101,44
2024-05-16T15:44:10,205,88
2024-05-16T15:44:20,310,12
2024-05-16T15:44:30,402,68
2024-05-16T15:44:40,550,37
2024-05-16T15:44:50,101,96
2024-05-16T15:45:00,205,23
2024-05-16T15:45:10,310,54
2024-05-16T15:45:20,402,73
2024-05-16T15:45:30,550,18
2024-05-16T15:45:40,101,87
2024-05-16T15:45:50,205,44
2024-05-16T15:46:00,310,94
2024-05-16T15:46:10,402,19
2024-05-16T15:46:20,550,63
2024-05-16T15:46:30,101,27
2024-05-16T15:46:40,205,82
2024-05-16T15:46:50,310,29
2024-05-16T15:47:00,402,81
2024-05-16T15:47:10,550,56
2024-05-16T15:47:20,101,65
2024-05-16T15:47:30,205,18
2024-05-16T15:47:40,310,79
2024-05-16T15:47:50,402,26
2024-05-16T15:48:00,550,92
2024-05-16T15:48:10,101,34
2024-05-16T15:48:20,205,67
2024-05-16T15:48:30,310,21
2024-05-16T15:48:40,402,53
2024-05-16T15:48:50,550,72
2024-05-16T15:49:00,101,45
2024-05-16T15:49:10,205,89
2024-05-16T15:49:20,310,11
2024-05-16T15:49:30,402,67
2024-05-16T15:49:40,550,38
2024-05-16T15:49:50,101,95
2024-05-16T15:50:00,205,24
2024-05-16T15:50:10,310,53
2024-05-16T15:50:20,402,74
2024-05-16T15:50:30,550,19
2024-05-16T15:50:40,101,86
2024-05-16T15:50:50,205,43
2024-05-16T15:51:00,310,95
2024-05-16T15:51:10,402,20
2024-05-16T15:51:20,550,64
2024-05-16T15:51:30,101,28
2024-05-16T15:51:40,205,83
2024-05-16T15:51:50,310,28
2024-05-16T15:52:00,402,80
2024-05-16T15:52:10,550,57
2024-05-16T15:52:20,101,66
2024-05-16T15:52:30,205,19
2024-05-16T15:52:40,310,80
2024-05-16T15:52:50,402,25
2024-05-16T15:53:00,550,91
2024-05-16T15:53:10,101,33
2024-05-16T15:53:20,205,68
2024-05-16T15:53:30,310,22
2024-05-16T15:53:40,402,54
2024-05-16T15:53:50,550,71
2024-05-16T15:54:00,101,46
2024-05-16T15:54:10,205,90
2024-05-16T15:54:20,310,10
2024-05-16T15:54:30,402,66
2024-05-16T15:54:40,550,39
2024-05-16T15:54:50,101,94
2024-05-16T15:55:00,205,25
2024-05-16T15:55:10,310,52
2024-05-16T15:55:20,402,75
2024-05-16T15:55:30,550,20
2024-05-16T15:55:40,101,85
2024-05-16T15:55:50,205,42
2024-05-16T15:56:00,310,96
2024-05-16T15:56:10,402,21
2024-05-16T15:56:20,550,65
2024-05-16T15:56:30,101,29
2024-05-16T15:56:40,205,84
2024-05-16T15:56:50,310,27
2024-05-16T15:57:00,402,79
2024-05-16T15:57:10,550,58
2024-05-16T15:57:20,101,67
2024-05-16T15:57:30,205,20
2024-05-16T15:57:40,310,81
2024-05-16T15:57:50,402,24
2024-05-16T15:58:00,550,90
2024-05-16T15:58:10,101,32
2024-05-16T15:58:20,205,69
2024-05-16T15:58:30,310,23
2024-05-16T15:58:40,402,55
2024-05-16T15:58:50,550,70
2024-05-16T15:59:00,101,47
2024-05-16T15:59:10,205,91
2024-05-16T15:59:20,310,11
2024-05-16T15:59:30,402,65
2024-05-16T15:59:40,550,40
2024-05-16T15:59:50,101,93
2024-05-17T00:00:00,205,26
2024-05-17T00:00:10,310,51
2024-05-17T00:00:20,402,76
2024-05-17T00:00:30,550,21
2024-05-17T00:00:40,101,84
2024-05-17T00:00:50,205,41
2024-05-17T00:01:00,310,97
2024-05-17T00:01:10,402,22
2024-05-17T00:01:20,550,66
2024-05-17T00:01:30,101,30
2024-05-17T00:01:40,205,85
2024-05-17T00:01:50,310,26
2024-05-17T00:02:00,402,78
2024-05-17T00:02:10,550,59
2024-05-17T00:02:20,101,68
2024-05-17T00:02:30,205,21
2024-05-17T00:02:40,310,82
2024-05-17T00:02:50,402,23
2024-05-17T00:03:00,550,89
2024-05-17T00:03:10,101,31
2024-05-17T00:03:20,205,70
2024-05-17T00:03:30,310,24
2024-05-17T00:03:40,402,56
2024-05-17T00:03:50,550,69
2024-05-17T00:04:00,101,48
2024-05-17T00:04:10,205,92
2024-05-17T00:04:20,310,10
2024-05-17T00:04:30,402,64
2024-05-17T00:04:40,550,41
2024-05-17T00:04:50,101,92
2024-05-17T00:05:00,205,27
2024-05-17T00:05:10,310,50
2024-05-17T00:05:20,402,77
2024-05-17T00:05:30,550,22
2024-05-17T00:05:40,101,83
2024-05-17T00:05:50,205,40
2024-05-17T00:06:00,310,98
2024-05-17T00:06:10,402,21
2024-05-17T00:06:20,550,67
2024-05-17T00:06:30,101,31
2024-05-17T00:06:40,205,86
2024-05-17T00:06:50,310,25
2024-05-17T00:07:00,402,77
2024-05-17T00:07:10,550,60
2024-05-17T00:07:20,101,69
2024-05-17T00:07:30,205,22
2024-05-17T00:07:40,310,83
2024-05-17T00:07:50,402,24
2024-05-17T00:08:00,550,88
2024-05-17T00:08:10,101,30
2024-05-17T00:08:20,205,71
2024-05-17T00:08:30,310,25
2024-05-17T00:08:40,402,57
2024-05-17T00:08:50,550,68
2024-05-17T00:09:00,101,49
2024-05-17T00:09:10,205,93
2024-05-17T00:09:20,310,11
2024-05-17T00:09:30,402,63
2024-05-17T00:09:40,550,42
2024-05-17T00:09:50,101,91
2024-05-17T00:10:00,205,28
2024-05-17T00:10:10,310,49
2024-05-17T00:10:20,402,78
2024-05-17T00:10:30,550,23
2024-05-17T00:10:40,101,82
2024-05-17T00:10:50,205,39
2024-05-17T00:11:00,310,99
2024-05-17T00:11:10,402,22
2024-05-17T00:11:20,550,68
2024-05-17T00:11:30,101,32
2024-05-17T00:11:40,205,87
2024-05-17T00:11:50,310,24
2024-05-17T00:12:00,402,76
2024-05-17T00:12:10,550,61
2024-05-17T00:12:20,101,70
2024-05-17T00:12:30,205,23
2024-05-17T00:12:40,310,84
2024-05-17T00:12:50,402,25
2024-05-17T00:13:00,550,87
2024-05-17T00:13:10,101,29
2024-05-17T00:13:20,205,72
2024-05-17T00:13:30,310,26
2024-05-17T00:13:40,402,58
2024-05-17T00:13:50,550,67
2024-05-17T00:14:00,101,50
2024-05-17T00:14:10,205,94
2024-05-17T00:14:20,310,12
2024-05-17T00:14:30,402,62
2024-05-17T00:14:40,550,43
2024-05-17T00:14:50,101,90
2024-05-17T00:15:00,205,29
2024-05-17T00:15:10,310,48
2024-05-17T00:15:20,402,79
2024-05-17T00:15:30,550,24
2024-05-17T00:15:40,101,81
2024-05-17T00:15:50,205,38
2024-05-17T00:16:00,310,100
2024-05-17T00:16:10,402,23
2024-05-17T00:16:20,550,69
2024-05-17T00:16:30,101,33
2024-05-17T00:16:40,205,88
2024-05-17T00:16:50,310,23
2024-05-17T00:17:00,402,75
2024-05-17T00:17:10,550,62
2024-05-17T00:17:20,101,71
2024-05-17T00:17:30,205,24
2024-05-17T00:17:40,310,85
2024-05-17T00:17:50,402,26
2024-05-17T00:18:00,550,86
2024-05-17T00:18:10,101,28
2024-05-17T00:18:20,205,73
2024-05-17T00:18:30,310,27
2024-05-17T00:18:40,402,59
2024-05-17T00:18:50,550,66
2024-05-17T00:19:00,101,51
2024-05-17T00:19:10,205,95
2024-05-17T00:19:20,310,13
2024-05-17T00:19:30,402,61
2024-05-17T00:19:40,550,44
2024-05-17T00:19:50,101,89
2024-05-17T00:20:00,205,30
2024-05-17T00:20:10,310,47
2024-05-17T00:20:20,402,80
2024-05-17T00:20:30,550,25
2024-05-17T00:20:40,101,80
2024-05-17T00:20:50,205,37
2024-05-17T00:21:00,310,101
2024-05-17T00:21:10,402,24
2024-05-17T00:21:20,550,70
2024-05-17T00:21:30,101,34
2024-05-17T00:21:40,205,89
2024-05-17T00:21:50,310,22
2024-05-17T00:22:00,402,74
2024-05-17T00:22:10,550,63
2024-05-17T00:22:20,101,72
2024-05-17T00:22:30,205,25
2024-05-17T00:22:40,310,86
2024-05-17T00:22:50,402,27
2024-05-17T00:23:00,550,85
2024-05-17T00:23:10,101,27
2024-05-17T00:23:20,205,74
2024-05-17T00:23:30,310,28
2024-05-17T00:23:40,402,60
2024-05-17T00:23:50,550,65
2024-05-17T00:24:00,101,52
2024-05-17T00:24:10,205,96
2024-05-17T00:24:20,310,14
2024-05-17T00:24:30,402,60
2024-05-17T00:24:40,550,45
2024-05-17T00:24:50,101,88
2024-05-17T00:25:00,205,31
2024-05-17T00:25:10,310,46
2024-05-17T00:25:20,402,81
2024-05-17T00:25:30,550,26
2024-05-17T00:25:40,101,79
2024-05-17T00:25:50,205,36
2024-05-17T00:26:00,310,102
2024-05-17T00:26:10,402,25
2024-05-17T00:26:20,550,71
2024-05-17T00:26:30,101,35
2024-05-17T00:26:40,205,90
2024-05-17T00:26:50,310,21
2024-05-17T00:27:00,402,73
2024-05-17T00:27:10,550,64
2024-05-17T00:27:20,101,73
2024-05-17T00:27:30,205,26
2024-05-17T00:27:40,310,87
2024-05-17T00:27:50,402,28
2024-05-17T00:28:00,550,84
2024-05-17T00:28:10,101,26
2024-05-17T00:28:20,205,75
2024-05-17T00:28:30,310,29
2024-05-17T00:28:40,402,61
2024-05-17T00:28:50,550,64
2024-05-17T00:29:00,101,53
2024-05-17T00:29:10,205,97
2024-05-17T00:29:20,310,15
2024-05-17T00:29:30,402,59
2024-05-17T00:29:40,550,46
2024-05-17T00:29:50,101,87
2024-05-17T00:30:00,205,32
2024-05-17T00:30:10,310,45
2024-05-17T00:30:20,402,82
2024-05-17T00:30:30,550,27
2024-05-17T00:30:40,101,78
2024-05-17T00:30:50,205,35
2024-05-17T00:31:00,310,103
2024-05-17T00:31:10,402,26
2024-05-17T00:31:20,550,72
2024-05-17T00:31:30,101,36
2024-05-17T00:31:40,205,91
2024-05-17T00:31:50,310,20
2024-05-17T00:32:00,402,72
2024-05-17T00:32:10,550,65
2024-05-17T00:32:20,101,74
2024-05-17T00:32:30,205,27
2024-05-17T00:32:40,310,88
2024-05-17T00:32:50,402,29
2024-05-17T00:33:00,550,83
2024-05-17T00:33:10,101,25
2024-05-17T00:33:20,205,76
2024-05-17T00:33:30,310,30
2024-05-17T00:33:40,402,62
2024-05-17T00:33:50,550,63
2024-05-17T00:34:00,101,54
2024-05-17T00:34:10,205,98
2024-05-17T00:34:20,310,16
2024-05-17T00:34:30,402,58
2024-05-17T00:34:40,550,47
2024-05-17T00:34:50,101,86
2024-05-17T00:35:00,205,33
2024-05-17T00:35:10,310,44
2024-05-17T00:35:20,402,83
2024-05-17T00:35:30,550,28
2024-05-17T00:35:40,101,77
2024-05-17T00:35:50,205,34
2024-05-17T00:36:00,310,104
2024-05-17T00:36:10,402,27
2024-05-17T00:36:20,550,73
2024-05-17T00:36:30,101,37
2024-05-17T00:36:40,205,92
2024-05-17T00:36:50,310,19
2024-05-17T00:37:00,402,71
2024-05-17T00:37:10,550,66
2024-05-17T00:37:20,101,75
2024-05-17T00:37:30,205,28
2024-05-17T00:37:40,310,89
2024-05-17T00:37:50,402,30
2024-05-17T00:38:00,550,82
2024-05-17T00:38:10,101,24
2024-05-17T00:38:20,205,77
2024-05-17T00:38:30,310,31
2024-05-17T00:38:40,402,63
2024-05-17T00:38:50,550,62
2024-05-17T00:39:00,101,55
2024-05-17T00:39:10,205,99
2024-05-17T00:39:20,310,17
2024-05-17T00:39:30,402,57
2024-05-17T00:39:40,550,48
2024-05-17T00:39:50,101,85
2024-05-17T00:40:00,205,34
2024-05-17T00:40:10,310,43
2024-05-17T00:40:20,402,84
2024-05-17T00:40:30,550,29
2024-05-17T00:40:40,101,76
2024-05-17T00:40:50,205,33
2024-05-17T00:41:00,310,105
2024-05-17T00:41:10,402,28
2024-05-17T00:41:20,550,74
2024-05-17T00:41:30,101,38
2024-05-17T00:41:40,205,93
2024-05-17T00:41:50,310,18
2024-05-17T00:42:00,402,70
2024-05-17T00:42:10,550,67
2024-05-17T00:42:20,101,76
2024-05-17T00:42:30,205,29
2024-05-17T00:42:40,310,90
2024-05-17T00:42:50,402,31
2024-05-17T00:43:00,550,81
2024-05-17T00:43:10,101,23
2024-05-17T00:43:20,205,78
2024-05-17T00:43:30,310,32
2024-05-17T00:43:40,402,64
2024-05-17T00:43:50,550,61
2024-05-17T00:44:00,101,56
2024-05-17T00:44:10,205,100
2024-05-17T00:44:20,310,18
2024-05-17T00:44:30,402,56
2024-05-17T00:44:40,550,49
2024-05-17T00:44:50,101,84
2024-05-17T00:45:00,205,35
2024-05-17T00:45:10,310,42
2024-05-17T00:45:20,402,85
2024-05-17T00:45:30,550,30
2024-05-17T00:45:40,101,75
2024-05-17T00:45:50,205,32
2024-05-17T00:46:00,310,106
2024-05-17T00:46:10,402,29
2024-05-17T00:46:20,550,75
2024-05-17T00:46:30,101,39
2024-05-17T00:46:40,205,94
2024-05-17T00:46:50,310,17
2024-05-17T00:47:00,402,69
2024-05-17T00:47:10,550,68
2024-05-17T00:47:20,101,77
2024-05-17T00:47:30,205,30
2024-05-17T00:47:40,310,91
2024-05-17T00:47:50,402,32
2024-05-17T00:48:00,550,80
2024-05-17T00:48:10,101,22
2024-05-17T00:48:20,205,79
2024-05-17T00:48:30,310,33
2024-05-17T00:48:40,402,65
2024-05-17T00:48:50,550,60
2024-05-17T00:49:00,101,57
2024-05-17T00:49:10,205,101
2024-05-17T00:49:20,310,17
2024-05-17T00:49:30,402,55
2024-05-17T00:49:40,550,50
2024-05-17T00:49:50,101,83
2024-05-17T00:50:00,205,36
2024-05-17T00:50:10,310,41
2024-05-17T00:50:20,402,86
2024-05-17T00:50:30,550,31
2024-05-17T00:50:40,101,74
2024-05-17T00:50:50,205,31
2024-05-17T00:51:00,310,107
2024-05-17T00:51:10,402,30
2024-05-17T00:51:20,550,76
2024-05-17T00:51:30,101,40
2024-05-17T00:51:40,205,95
2024-05-17T00:51:50,310,16
2024-05-17T00:52:00,402,68
2024-05-17T00:52:10,550,69
2024-05-17T00:52:20,101,78
2024-05-17T00:52:30,205,31
2024-05-17T00:52:40,310,92
2024-05-17T00:52:50,402,33
2024-05-17T00:53:00,550,79
2024-05-17T00:53:10,101,21
2024-05-17T00:53:20,205,80
2024-05-17T00:53:30,310,34
2024-05-17T00:53:40,402,66
2024-05-17T00:53:50,550,59
2024-05-17T00:54:00,101,58
2024-05-17T00:54:10,205,102
2024-05-17T00:54:20,310,16
2024-05-17T00:54:30,402,54
2024-05-17T00:54:40,550,51
2024-05-17T00:54:50,101,82
2024-05-17T00:55:00,205,37
2024-05-17T00:55:10,310,40
2024-05-17T00:55:20,402,87
2024-05-17T00:55:30,550,32
2024-05-17T00:55:40,101,73
2024-05-17T00:55:50,205,30
2024-05-17T00:56:00,310,108
2024-05-17T00:56:10,402,31
2024-05-17T00:56:20,550,77
2024-05-17T00:56:30,101,41
2024-05-17T00:56:40,205,96
2024-05-17T00:56:50,310,15
2024-05-17T00:57:00,402,67
2024-05-17T00:57:10,550,70
2024-05-17T00:57:20,101,79
2024-05-17T00:57:30,205,32
2024-05-17T00:57:40,310,93
2024-05-17T00:57:50,402,34
2024-05-17T00:58:00,550,78
2024-05-17T00:58:10,101,20
2024-05-17T00:58:20,205,81
2024-05-17T00:58:30,310,35
2024-05-17T00:58:40,402,67
2024-05-17T00:58:50,550,58
2024-05-17T00:59:00,101,59
2024-05-17T00:59:10,205,103
2024-05-17T00:59:20,310,15
2024-05-17T00:59:30,402,53
2024-05-17T00:59:40,550,52
2024-05-17T00:59:50,101,81
2024-05-17T01:00:00,205,38
2024-05-17T01:00:10,310,39
2024-05-17T01:00:20,402,88
2024-05-17T01:00:30,550,33
2024-05-17T01:00:40,101,72
2024-05-17T01:00:50,205,29
2024-05-17T01:01:00,310,109
2024-05-17T01:01:10,402,32
2024-05-17T01:01:20,550,78
2024-05-17T01:01:30,101,42
2024-05-17T01:01:40,205,97
2024-05-17T01:01:50,310,14
2024-05-17T01:02:00,402,66
2024-05-17T01:02:10,550,71
2024-05-17T01:02:20,101,80
2024-05-17T01:02:30,205,33
2024-05-17T01:02:40,310,94
2024-05-17T01:02:50,402,35
2024-05-17T01:03:00,550,77
2024-05-17T01:03:10,101,19
2024-05-17T01:03:20,205,82
2024-05-17T01:03:30,310,36
2024-05-17T01:03:40,402,68
2024-05-17T01:03:50,550,57
2024-05-17T01:04:00,101,60
2024-05-17T01:04:10,205,104
2024-05-17T01:04:20,310,14
2024-05-17T01:04:30,402,52
2024-05-17T01:04:40,550,53
2024-05-17T01:04:50,101,80
2024-05-17T01:05:00,205,39
2024-05-17T01:05:10,310,38
2024-05-17T01:05:20,402,89
2024-05-17T01:05:30,550,34
2024-05-17T01:05:40,101,71
2024-05-17T01:05:50,205,28
2024-05-17T01:06:00,310,110
2024-05-17T01:06:10,402,33
2024-05-17T01:06:20,550,79
2024-05-17T01:06:30,101,43
2024-05-17T01:06:40,205,98
2024-05-17T01:06:50,310,13
2024-05-17T01:07:00,402,65
2024-05-17T01:07:10,550,72
2024-05-17T01:07:20,101,81
2024-05-17T01:07:30,205,34
2024-05-17T01:07:40,310,95
2024-05-17T01:07:50,402,36
2024-05-17T01:08:00,550,76
2024-05-17T01:08:10,101,18
2024-05-17T01:08:20,205,83
2024-05-17T01:08:30,310,37
2024-05-17T01:08:40,402,69
2024-05-17T01:08:50,550,56
2024-05-17T01:09:00,101,61
2024-05-17T01:09:10,205,105
2024-05-17T01:09:20,310,13
2024-05-17T01:09:30,402,51
2024-05-17T01:09:40,550,54
2024-05-17T01:09:50,101,79
2024-05-17T01:10:00,205,40
2024-05-17T01:10:10,310,37
